,Year,Quarter,UKOS,Mode,Country,Purpose,Package,Age,Sex,Duration of trip,Number of visits,Number of nights,Expenditure,Sample,Continent,Length of stay,Period
886,2023,1,1,1,27,1,1,6,1.0,1,11620.801,34862.404,7544251.235,7.0,Europe,Short stay,Jan - Mar
887,2023,1,1,1,27,1,1,6,1.0,2,20873.863,124338.244,13104722.43,14.0,Europe,Medium stay,Jan - Mar
888,2023,1,1,1,27,1,1,6,1.0,3,994.524,16906.916,919935.114,1.0,Europe,Medium stay,Jan - Mar
889,2023,1,1,1,27,1,1,6,2.0,1,5059.519,15178.557,2116393.46,3.0,Europe,Short stay,Jan - Mar
890,2023,1,1,1,27,1,1,6,2.0,2,19338.984,96123.437,11409412.39,10.0,Europe,Medium stay,Jan - Mar
891,2023,1,1,1,27,1,1,7,1.0,2,4462.079,23335.098,1787690.545,3.0,Europe,Medium stay,Jan - Mar
892,2023,1,1,1,27,1,1,7,2.0,1,458.865,1376.596,179875.214,1.0,Europe,Short stay,Jan - Mar
893,2023,1,1,1,27,1,1,7,2.0,2,4517.487,23306.529,3160366.273,4.0,Europe,Medium stay,Jan - Mar
894,2023,1,1,1,27,1,1,9,,1,3647.262,10941.785,1429726.579,2.0,Europe,Short stay,Jan - Mar
895,2023,1,1,1,27,1,1,9,,2,4216.167,30203.51,2406803.543,2.0,Europe,Medium stay,Jan - Mar
896,2023,1,1,1,27,1,1,9,1.0,1,1884.247,5652.742,738625.012,1.0,Europe,Short stay,Jan - Mar
897,2023,1,1,1,27,1,1,9,1.0,2,3540.013,18348.449,1451984.036,4.0,Europe,Medium stay,Jan - Mar
898,2023,1,1,1,27,1,1,9,2.0,2,6602.323,37760.978,4344570.701,3.0,Europe,Medium stay,Jan - Mar
899,2023,1,1,1,27,1,1,9,9.0,1,3947.832,9869.579,1354106.233,2.0,Europe,Short stay,Jan - Mar
900,2023,1,1,1,27,1,2,1,1.0,2,5446.087,36222.251,6491930.443,4.0,Europe,Medium stay,Jan - Mar
901,2023,1,1,1,27,1,2,1,2.0,2,3800.719,22804.316,4813611.043,2.0,Europe,Medium stay,Jan - Mar
902,2023,1,1,1,27,1,2,2,1.0,1,3636.054,10908.161,1300398.695,4.0,Europe,Short stay,Jan - Mar
903,2023,1,1,1,27,1,2,2,1.0,2,3032.893,21230.251,2602222.135,1.0,Europe,Medium stay,Jan - Mar
904,2023,1,1,1,27,1,2,2,2.0,1,3820.862,11074.682,1820944.594,3.0,Europe,Short stay,Jan - Mar
905,2023,1,1,1,27,1,2,2,2.0,2,6493.775,39328.28,3217609.39,5.0,Europe,Medium stay,Jan - Mar
906,2023,1,1,1,27,1,2,3,1.0,1,1775.29,5325.87,1437990.45,2.0,Europe,Short stay,Jan - Mar
907,2023,1,1,1,27,1,2,3,1.0,2,14515.528,91877.405,11673458.08,11.0,Europe,Medium stay,Jan - Mar
908,2023,1,1,1,27,1,2,3,2.0,1,1700.016,5100.049,340229.231,2.0,Europe,Short stay,Jan - Mar
909,2023,1,1,1,27,1,2,3,2.0,2,7426.444,38090.109,6745871.691,6.0,Europe,Medium stay,Jan - Mar
910,2023,1,1,1,27,1,2,4,1.0,1,5285.899,13604.69,1160124.798,2.0,Europe,Short stay,Jan - Mar
911,2023,1,1,1,27,1,2,4,1.0,2,7109.543,42129.162,7709700.187,6.0,Europe,Medium stay,Jan - Mar
912,2023,1,1,1,27,1,2,4,2.0,1,1860.972,5195.013,521323.561,2.0,Europe,Short stay,Jan - Mar
913,2023,1,1,1,27,1,2,4,2.0,2,4028.22,24730.916,4308707.213,5.0,Europe,Medium stay,Jan - Mar
914,2023,1,1,1,27,1,2,5,1.0,1,917.731,2753.192,325794.392,2.0,Europe,Short stay,Jan - Mar
915,2023,1,1,1,27,1,2,5,1.0,2,18809.033,122019.64,20840814.84,17.0,Europe,Medium stay,Jan - Mar
916,2023,1,1,1,27,1,2,5,2.0,1,4563.462,12373.96,1627314.306,3.0,Europe,Short stay,Jan - Mar
917,2023,1,1,1,27,1,2,5,2.0,2,10748.038,62001.306,12879953.23,12.0,Europe,Medium stay,Jan - Mar
918,2023,1,1,1,27,1,2,6,1.0,2,13607.066,91085.437,15062763.97,11.0,Europe,Medium stay,Jan - Mar
919,2023,1,1,1,27,1,2,6,2.0,1,1465.904,4397.711,809640.653,2.0,Europe,Short stay,Jan - Mar
920,2023,1,1,1,27,1,2,6,2.0,2,9829.802,62213.182,13514715.09,9.0,Europe,Medium stay,Jan - Mar
921,2023,1,1,1,27,1,2,7,1.0,2,5206.071,34884.89,5593793.696,4.0,Europe,Medium stay,Jan - Mar
922,2023,1,1,1,27,1,2,7,2.0,2,5126.333,39326.566,4721543.908,4.0,Europe,Medium stay,Jan - Mar
923,2023,1,1,1,27,1,2,9,1.0,2,1876.578,11146.994,1868000.522,2.0,Europe,Medium stay,Jan - Mar
924,2023,1,1,1,27,2,1,3,1.0,1,11114.46,22669.438,6351814.801,7.0,Europe,Short stay,Jan - Mar
925,2023,1,1,1,27,2,1,3,1.0,3,1473.068,20622.955,1473068.207,1.0,Europe,Medium stay,Jan - Mar
926,2023,1,1,1,27,2,1,3,1.0,5,3032.893,373045.83,15164464.65,1.0,Europe,Long stay,Jan - Mar
927,2023,1,1,1,27,2,1,3,2.0,0,2449.522,0.0,0.0,1.0,Europe,None - in transit,Jan - Mar
928,2023,1,1,1,27,2,1,3,2.0,1,2705.167,6642.432,1671009.926,2.0,Europe,Short stay,Jan - Mar
929,2023,1,1,1,27,2,1,3,2.0,2,2734.074,16404.445,1941192.612,1.0,Europe,Medium stay,Jan - Mar
930,2023,1,1,1,27,2,1,4,1.0,1,16202.872,26705.753,6979211.986,9.0,Europe,Short stay,Jan - Mar
931,2023,1,1,1,27,2,1,4,1.0,2,1973.916,15791.326,5921747.375,1.0,Europe,Medium stay,Jan - Mar
932,2023,1,1,1,27,2,1,4,2.0,1,1067.818,3203.454,1601727.055,1.0,Europe,Short stay,Jan - Mar
933,2023,1,1,1,27,2,1,4,2.0,2,1473.068,7365.341,1785358.667,1.0,Europe,Medium stay,Jan - Mar
934,2023,1,1,1,27,2,1,5,1.0,1,6410.347,11335.377,2115608.314,4.0,Europe,Short stay,Jan - Mar
935,2023,1,1,1,27,2,1,5,1.0,2,7868.879,33310.978,3618032.228,4.0,Europe,Medium stay,Jan - Mar
936,2023,1,1,1,27,2,1,5,2.0,1,6541.989,14692.714,3593048.162,4.0,Europe,Short stay,Jan - Mar
937,2023,1,1,1,27,2,1,6,1.0,1,1791.011,4056.607,734438.488,2.0,Europe,Short stay,Jan - Mar
938,2023,1,1,1,27,2,1,6,1.0,3,2266.259,31727.623,4759143.44,1.0,Europe,Medium stay,Jan - Mar
939,2023,1,1,1,27,2,1,6,2.0,2,1973.916,13817.411,4934789.479,1.0,Europe,Medium stay,Jan - Mar
940,2023,1,1,1,27,2,1,9,,1,1973.916,1973.916,797461.98,1.0,Europe,Short stay,Jan - Mar
941,2023,1,1,1,27,2,1,9,2.0,1,474.586,1423.757,383465.294,1.0,Europe,Short stay,Jan - Mar
942,2023,1,1,1,27,2,2,3,1.0,2,797.515,3190.06,779969.642,1.0,Europe,Medium stay,Jan - Mar
943,2023,1,1,1,27,2,2,3,2.0,2,1884.247,11305.485,433376.92,1.0,Europe,Medium stay,Jan - Mar
944,2023,1,1,1,27,2,2,4,2.0,1,1155.54,2311.08,1308071.378,1.0,Europe,Short stay,Jan - Mar
945,2023,1,1,1,27,2,2,5,1.0,2,2718.323,14674.011,1263836.587,2.0,Europe,Medium stay,Jan - Mar
946,2023,1,1,1,27,3,1,2,1.0,2,3083.813,22417.498,6355327.284,2.0,Europe,Medium stay,Jan - Mar
947,2023,1,1,1,27,3,1,3,1.0,2,1067.818,7474.726,640690.822,1.0,Europe,Medium stay,Jan - Mar
948,2023,1,1,1,27,4,1,1,1.0,1,830.807,2492.422,36555.516,1.0,Europe,Short stay,Jan - Mar
949,2023,1,1,1,27,4,1,1,1.0,2,2347.375,16431.622,549539.294,2.0,Europe,Medium stay,Jan - Mar
950,2023,1,1,1,27,4,1,1,2.0,2,6005.586,35353.637,751264.786,3.0,Europe,Medium stay,Jan - Mar
951,2023,1,1,1,27,4,1,1,2.0,3,2266.259,38526.399,396595.287,1.0,Europe,Medium stay,Jan - Mar
952,2023,1,1,1,27,4,1,2,1.0,1,4247.734,9797.066,391715.616,3.0,Europe,Short stay,Jan - Mar
953,2023,1,1,1,27,4,1,2,1.0,2,3739.327,21642.771,1722356.673,2.0,Europe,Medium stay,Jan - Mar
954,2023,1,1,1,27,4,1,2,1.0,3,1884.247,30147.96,1884247.479,1.0,Europe,Medium stay,Jan - Mar
955,2023,1,1,1,27,4,1,2,1.0,4,2082.779,102056.149,77062.806,1.0,Europe,Long stay,Jan - Mar
956,2023,1,1,1,27,4,1,2,2.0,1,4715.781,11881.083,965111.559,2.0,Europe,Short stay,Jan - Mar
957,2023,1,1,1,27,4,1,2,2.0,2,6717.364,35617.067,762438.157,5.0,Europe,Medium stay,Jan - Mar
958,2023,1,1,1,27,4,1,2,2.0,3,6590.54,113923.427,753581.763,4.0,Europe,Medium stay,Jan - Mar
959,2023,1,1,1,27,4,1,3,1.0,1,11839.676,32341.63,2786360.1,8.0,Europe,Short stay,Jan - Mar
960,2023,1,1,1,27,4,1,3,1.0,2,15033.91,97576.137,3848631.209,10.0,Europe,Medium stay,Jan - Mar
961,2023,1,1,1,27,4,1,3,1.0,3,5151.732,81545.492,1574031.172,3.0,Europe,Medium stay,Jan - Mar
962,2023,1,1,1,27,4,1,3,2.0,1,11537.246,26948.767,1115108.72,7.0,Europe,Short stay,Jan - Mar
963,2023,1,1,1,27,4,1,3,2.0,2,23898.397,149367.871,5808547.716,13.0,Europe,Medium stay,Jan - Mar
964,2023,1,1,1,27,4,1,3,2.0,3,12078.683,244761.865,2726422.027,7.0,Europe,Medium stay,Jan - Mar
965,2023,1,1,1,27,4,1,4,1.0,1,3739.327,6005.586,588320.779,2.0,Europe,Short stay,Jan - Mar
966,2023,1,1,1,27,4,1,4,1.0,2,13297.849,92502.774,2770431.297,10.0,Europe,Medium stay,Jan - Mar
967,2023,1,1,1,27,4,1,4,1.0,3,8201.349,132629.217,6583073.379,7.0,Europe,Medium stay,Jan - Mar
968,2023,1,1,1,27,4,1,4,1.0,4,1473.068,122264.661,490531.713,1.0,Europe,Long stay,Jan - Mar
969,2023,1,1,1,27,4,1,4,2.0,1,4532.518,11331.294,895172.218,2.0,Europe,Short stay,Jan - Mar
970,2023,1,1,1,27,4,1,4,2.0,2,18139.457,113455.338,3128386.96,13.0,Europe,Medium stay,Jan - Mar
971,2023,1,1,1,27,4,1,4,2.0,3,7351.763,130322.43,1115172.724,4.0,Europe,Medium stay,Jan - Mar
972,2023,1,1,1,27,4,1,5,1.0,1,5822.106,12253.921,471730.438,3.0,Europe,Short stay,Jan - Mar
973,2023,1,1,1,27,4,1,5,1.0,2,5532.322,29921.61,1412215.866,3.0,Europe,Medium stay,Jan - Mar
974,2023,1,1,1,27,4,1,5,1.0,3,3438.425,53441.474,1021955.466,3.0,Europe,Medium stay,Jan - Mar
975,2023,1,1,1,27,4,1,5,1.0,4,874.306,27103.496,1748612.665,1.0,Europe,Long stay,Jan - Mar
976,2023,1,1,1,27,4,1,5,2.0,1,3922.59,10294.702,2248828.7,2.0,Europe,Short stay,Jan - Mar
977,2023,1,1,1,27,4,1,5,2.0,2,5285.899,26429.493,402421.546,2.0,Europe,Medium stay,Jan - Mar
978,2023,1,1,1,27,4,1,6,1.0,2,1473.068,5892.273,262206.141,1.0,Europe,Medium stay,Jan - Mar
979,2023,1,1,1,27,4,1,6,1.0,4,1473.068,42718.978,1290407.75,1.0,Europe,Long stay,Jan - Mar
980,2023,1,1,1,27,4,1,6,2.0,1,1900.36,5701.079,475089.917,1.0,Europe,Short stay,Jan - Mar
981,2023,1,1,1,27,4,1,6,2.0,2,430.433,4734.761,113203.839,1.0,Europe,Medium stay,Jan - Mar
982,2023,1,1,1,27,4,1,7,1.0,2,2266.259,18130.07,906503.512,1.0,Europe,Medium stay,Jan - Mar
983,2023,1,1,1,27,4,1,7,2.0,2,3983.138,15932.553,2996474.605,2.0,Europe,Medium stay,Jan - Mar
984,2023,1,1,1,27,4,1,9,1.0,1,2449.522,7348.565,244952.172,1.0,Europe,Short stay,Jan - Mar
985,2023,1,1,1,27,4,1,9,1.0,2,1473.068,7365.341,397728.416,1.0,Europe,Medium stay,Jan - Mar
986,2023,1,1,1,27,4,1,9,2.0,2,504.945,3029.67,159057.663,1.0,Europe,Medium stay,Jan - Mar
987,2023,1,1,1,27,4,2,2,1.0,2,1316.425,6582.124,261968.538,1.0,Europe,Medium stay,Jan - Mar
988,2023,1,1,1,27,4,2,3,2.0,2,2449.522,12247.609,1190467.557,1.0,Europe,Medium stay,Jan - Mar
989,2023,1,1,1,27,4,2,6,1.0,2,1900.36,22804.316,1744530.177,1.0,Europe,Medium stay,Jan - Mar
990,2023,1,1,1,27,5,1,2,1.0,1,2082.779,4165.557,416555.709,1.0,Europe,Short stay,Jan - Mar
991,2023,1,1,1,27,5,1,3,1.0,1,1473.068,2946.136,122264.661,1.0,Europe,Short stay,Jan - Mar
992,2023,1,1,1,27,5,1,3,2.0,1,1884.247,5652.742,753698.992,1.0,Europe,Short stay,Jan - Mar
993,2023,1,1,1,27,5,1,4,1.0,2,1134.15,4536.602,793905.342,1.0,Europe,Medium stay,Jan - Mar
994,2023,1,1,1,27,5,1,6,1.0,1,1134.15,3402.451,1701225.733,1.0,Europe,Short stay,Jan - Mar
995,2023,1,1,1,28,1,1,2,1.0,1,994.524,2983.573,149178.667,1.0,Europe,Short stay,Jan - Mar
996,2023,1,1,1,28,1,1,3,1.0,1,874.306,1748.613,83933.408,1.0,Europe,Short stay,Jan - Mar
997,2023,1,1,1,28,1,1,3,1.0,3,2266.259,49857.693,1511594.607,1.0,Europe,Medium stay,Jan - Mar
998,2023,1,1,1,28,1,1,3,2.0,2,1473.068,5892.273,194445.003,1.0,Europe,Medium stay,Jan - Mar
999,2023,1,1,1,28,1,2,4,2.0,1,994.524,2983.573,231724.196,1.0,Europe,Short stay,Jan - Mar
1000,2023,1,1,1,28,4,1,1,,3,994.524,24863.111,776723.594,1.0,Europe,Medium stay,Jan - Mar
1001,2023,1,1,1,28,4,1,3,1.0,2,994.524,4972.622,298357.334,1.0,Europe,Medium stay,Jan - Mar
1002,2023,1,1,1,28,4,1,3,2.0,2,1333.317,9333.216,233330.389,1.0,Europe,Medium stay,Jan - Mar
1003,2023,1,1,1,28,4,1,5,1.0,2,1884.247,20726.722,1884247.479,1.0,Europe,Medium stay,Jan - Mar
1004,2023,1,1,1,28,4,1,5,2.0,2,2946.136,16203.75,760103.195,2.0,Europe,Medium stay,Jan - Mar
1005,2023,1,1,1,28,4,1,5,2.0,4,994.524,32819.307,1015409.461,1.0,Europe,Long stay,Jan - Mar
1006,2023,1,1,1,29,1,1,2,1.0,2,994.524,8950.72,0.0,1.0,Europe,Medium stay,Jan - Mar
1007,2023,1,1,1,29,1,1,2,1.0,3,874.306,13114.595,639992.235,1.0,Europe,Medium stay,Jan - Mar
1008,2023,1,1,1,29,1,1,2,2.0,2,874.306,7868.757,399557.994,1.0,Europe,Medium stay,Jan - Mar
1009,2023,1,1,1,29,1,1,4,2.0,1,874.306,1748.613,103168.147,1.0,Europe,Short stay,Jan - Mar
1010,2023,1,1,1,29,1,1,4,2.0,2,2863.034,18250.914,665144.297,2.0,Europe,Medium stay,Jan - Mar
1011,2023,1,1,1,29,1,1,5,1.0,1,874.306,1748.613,116282.742,1.0,Europe,Short stay,Jan - Mar
1012,2023,1,1,1,29,1,1,5,2.0,2,2150.065,15372.483,1634230.292,2.0,Europe,Medium stay,Jan - Mar
1013,2023,1,1,1,29,1,1,6,2.0,2,1989.049,13923.342,504223.895,2.0,Europe,Medium stay,Jan - Mar
1014,2023,1,1,1,29,1,2,3,1.0,2,2312.066,18496.525,924826.269,1.0,Europe,Medium stay,Jan - Mar
1015,2023,1,1,1,29,2,1,3,1.0,2,1258.8,8811.597,251759.907,1.0,Europe,Medium stay,Jan - Mar
1016,2023,1,1,1,29,2,1,5,1.0,1,1067.818,3203.454,1402045.082,1.0,Europe,Short stay,Jan - Mar
1017,2023,1,1,1,29,4,1,1,1.0,1,874.306,1748.613,21857.658,1.0,Europe,Short stay,Jan - Mar
1018,2023,1,1,1,29,4,1,1,2.0,2,994.524,5967.147,331176.641,1.0,Europe,Medium stay,Jan - Mar
1019,2023,1,1,1,29,4,1,2,1.0,2,596.776,2387.102,59677.558,1.0,Europe,Medium stay,Jan - Mar
1020,2023,1,1,1,29,4,1,2,2.0,1,994.524,2983.573,332171.165,1.0,Europe,Short stay,Jan - Mar
1021,2023,1,1,1,29,4,1,2,2.0,2,596.776,2387.102,53113.027,1.0,Europe,Medium stay,Jan - Mar
1022,2023,1,1,1,29,4,1,3,1.0,1,1989.049,3978.098,757827.629,2.0,Europe,Short stay,Jan - Mar
1023,2023,1,1,1,29,4,1,3,1.0,2,5413.729,33035.792,1381223.595,4.0,Europe,Medium stay,Jan - Mar
1024,2023,1,1,1,29,4,1,3,1.0,3,830.807,11631.301,304906.236,1.0,Europe,Medium stay,Jan - Mar
1025,2023,1,1,1,29,4,1,3,2.0,2,10074.026,58068.503,2853530.924,9.0,Europe,Medium stay,Jan - Mar
1026,2023,1,1,1,29,4,1,3,2.0,3,5202.908,101586.068,3842965.984,4.0,Europe,Medium stay,Jan - Mar
1027,2023,1,1,1,29,4,1,4,1.0,1,2743.137,5606.492,761258.738,3.0,Europe,Short stay,Jan - Mar
1028,2023,1,1,1,29,4,1,4,1.0,2,5241.963,42497.477,2209535.404,6.0,Europe,Medium stay,Jan - Mar
1029,2023,1,1,1,29,4,1,4,1.0,3,994.524,19890.489,2983573.343,1.0,Europe,Medium stay,Jan - Mar
1030,2023,1,1,1,29,4,1,4,1.0,4,596.776,23274.248,477420.463,1.0,Europe,Long stay,Jan - Mar
1031,2023,1,1,1,29,4,1,4,2.0,1,2743.137,7234.887,241308.548,3.0,Europe,Short stay,Jan - Mar
1032,2023,1,1,1,29,4,1,4,2.0,2,5605.254,35973.386,3201029.121,5.0,Europe,Medium stay,Jan - Mar
1033,2023,1,1,1,29,4,1,4,2.0,3,2863.034,40082.481,1282323.285,2.0,Europe,Medium stay,Jan - Mar
1034,2023,1,1,1,29,4,1,5,1.0,1,874.306,2622.919,188850.168,1.0,Europe,Short stay,Jan - Mar
1035,2023,1,1,1,29,4,1,5,1.0,2,2253.324,23792.039,1129645.565,2.0,Europe,Medium stay,Jan - Mar
1036,2023,1,1,1,29,4,1,5,2.0,2,1989.049,8950.72,497262.224,2.0,Europe,Medium stay,Jan - Mar
1037,2023,1,1,1,29,4,1,6,1.0,1,874.306,1748.613,141637.626,1.0,Europe,Short stay,Jan - Mar
1038,2023,1,1,1,29,4,1,6,1.0,2,2069.844,14488.907,936226.323,2.0,Europe,Medium stay,Jan - Mar
1039,2023,1,1,1,29,4,1,6,2.0,1,1868.831,5606.492,188850.168,2.0,Europe,Short stay,Jan - Mar
1040,2023,1,1,1,29,4,1,7,1.0,2,1473.068,10311.477,387416.939,1.0,Europe,Medium stay,Jan - Mar
1041,2023,1,1,1,29,5,1,3,1.0,2,596.776,2387.102,529936.714,1.0,Europe,Medium stay,Jan - Mar
1042,2023,1,1,1,29,5,1,3,2.0,1,994.524,1989.049,497262.224,1.0,Europe,Short stay,Jan - Mar
1043,2023,1,1,1,29,5,1,3,2.0,2,994.524,6961.671,3132752.01,1.0,Europe,Medium stay,Jan - Mar
1044,2023,1,1,1,29,5,1,4,1.0,2,874.306,6120.144,833213.935,1.0,Europe,Medium stay,Jan - Mar
1045,2023,1,1,1,29,5,1,4,2.0,1,1473.068,1473.068,391836.143,1.0,Europe,Short stay,Jan - Mar
1046,2023,1,1,1,29,5,1,4,2.0,2,994.524,11934.293,1491786.671,1.0,Europe,Medium stay,Jan - Mar
1047,2023,1,1,1,29,5,1,5,1.0,2,874.306,9617.37,1249383.749,1.0,Europe,Medium stay,Jan - Mar
1048,2023,1,1,1,29,5,1,5,2.0,2,596.776,2387.102,149193.895,1.0,Europe,Medium stay,Jan - Mar
1049,2023,1,1,1,29,5,1,5,2.0,5,994.524,150173.192,9945244.475,1.0,Europe,Long stay,Jan - Mar
1050,2023,1,1,1,29,5,2,3,1.0,3,1155.54,16177.561,7255636.202,1.0,Europe,Medium stay,Jan - Mar
1051,2023,1,1,1,30,2,1,3,2.0,0,2135.639,0.0,70476.072,1.0,Europe,None - in transit,Jan - Mar
1052,2023,1,1,1,30,2,1,3,2.0,1,2135.639,4271.277,533909.634,1.0,Europe,Short stay,Jan - Mar
1053,2023,1,1,1,30,2,1,4,1.0,2,1067.818,4271.272,786981.893,1.0,Europe,Medium stay,Jan - Mar
1054,2023,1,1,1,30,2,1,4,2.0,1,2135.636,5339.09,961036.233,2.0,Europe,Short stay,Jan - Mar
1055,2023,1,1,1,30,2,1,5,1.0,1,2135.639,2135.639,128138.312,1.0,Europe,Short stay,Jan - Mar
1056,2023,1,1,1,30,2,1,6,1.0,1,1973.916,3947.832,0.0,1.0,Europe,Short stay,Jan - Mar
1057,2023,1,1,1,30,4,1,3,1.0,1,3998.446,5972.362,570208.711,2.0,Europe,Short stay,Jan - Mar
1058,2023,1,1,1,30,4,1,3,1.0,4,1900.36,62711.869,760143.868,1.0,Europe,Long stay,Jan - Mar
1059,2023,1,1,1,30,4,1,3,2.0,2,1973.916,7895.663,0.0,1.0,Europe,Medium stay,Jan - Mar
1060,2023,1,1,1,30,4,1,4,1.0,0,2024.53,0.0,80981.201,1.0,Europe,None - in transit,Jan - Mar
1061,2023,1,1,1,31,1,1,2,1.0,2,1097.021,7679.144,715257.406,1.0,Europe,Medium stay,Jan - Mar
1062,2023,1,1,1,31,1,1,2,2.0,1,797.515,2392.545,259989.881,1.0,Europe,Short stay,Jan - Mar
1063,2023,1,1,1,31,1,1,2,2.0,2,1145.645,5728.227,687387.227,1.0,Europe,Medium stay,Jan - Mar
1064,2023,1,1,1,31,1,1,3,1.0,1,1673.346,5020.038,334669.178,1.0,Europe,Short stay,Jan - Mar
1065,2023,1,1,1,31,1,1,3,1.0,2,435.034,1740.138,304524.124,1.0,Europe,Medium stay,Jan - Mar
1066,2023,1,1,1,31,1,1,3,2.0,1,628.789,1886.366,62878.874,1.0,Europe,Short stay,Jan - Mar
1067,2023,1,1,1,31,1,1,3,2.0,2,4218.221,27548.449,2268016.688,2.0,Europe,Medium stay,Jan - Mar
1068,2023,1,1,1,31,1,1,4,1.0,2,7547.96,55447.4,2939202.268,5.0,Europe,Medium stay,Jan - Mar
1069,2023,1,1,1,31,1,1,4,2.0,1,628.789,1886.366,264091.271,1.0,Europe,Short stay,Jan - Mar
1070,2023,1,1,1,31,1,1,5,1.0,2,1145.645,4582.582,400975.882,1.0,Europe,Medium stay,Jan - Mar
1071,2023,1,1,1,31,1,1,5,2.0,2,5356.466,31362.988,2269903.672,3.0,Europe,Medium stay,Jan - Mar
1072,2023,1,1,1,31,1,1,6,1.0,1,1145.645,3436.936,50408.397,1.0,Europe,Short stay,Jan - Mar
1073,2023,1,1,1,31,1,1,6,1.0,2,3782.335,26476.348,3547485.186,2.0,Europe,Medium stay,Jan - Mar
1074,2023,1,1,1,31,1,1,6,2.0,2,1673.346,11713.421,445110.006,1.0,Europe,Medium stay,Jan - Mar
1075,2023,1,1,1,31,1,1,7,1.0,2,5057.876,36282.834,3168075.818,3.0,Europe,Medium stay,Jan - Mar
1076,2023,1,1,1,31,1,1,7,2.0,2,1983.393,13883.753,2217009.146,2.0,Europe,Medium stay,Jan - Mar
1077,2023,1,1,1,31,1,1,7,2.0,4,797.515,24722.964,438633.234,1.0,Europe,Long stay,Jan - Mar
1078,2023,1,1,1,31,1,1,9,1.0,2,1145.645,8019.518,746960.786,1.0,Europe,Medium stay,Jan - Mar
1079,2023,1,1,1,31,1,1,9,2.0,2,1673.346,13386.767,1077634.753,1.0,Europe,Medium stay,Jan - Mar
1080,2023,1,1,1,31,1,2,2,1.0,1,1145.645,3436.936,164972.934,1.0,Europe,Short stay,Jan - Mar
1081,2023,1,1,1,31,1,2,2,2.0,2,2302.135,16114.942,1172944.079,2.0,Europe,Medium stay,Jan - Mar
1082,2023,1,1,1,31,1,2,3,1.0,2,1533.55,8443.556,608530.081,2.0,Europe,Medium stay,Jan - Mar
1083,2023,1,1,1,31,1,2,3,2.0,2,387.904,2715.329,144300.335,1.0,Europe,Medium stay,Jan - Mar
1084,2023,1,1,1,31,1,2,4,1.0,2,387.904,1939.521,69434.839,1.0,Europe,Medium stay,Jan - Mar
1085,2023,1,1,1,31,1,2,4,2.0,1,2239.123,6717.368,658302.106,1.0,Europe,Short stay,Jan - Mar
1086,2023,1,1,1,31,1,2,4,2.0,2,797.515,3190.06,23127.934,1.0,Europe,Medium stay,Jan - Mar
1087,2023,1,1,1,31,1,2,5,1.0,2,2484.281,17389.966,1028492.304,1.0,Europe,Medium stay,Jan - Mar
1088,2023,1,1,1,31,1,2,5,2.0,2,2061.25,14938.384,423878.977,2.0,Europe,Medium stay,Jan - Mar
1089,2023,1,1,1,31,1,2,6,1.0,2,1774.434,14712.33,1621826.365,2.0,Europe,Medium stay,Jan - Mar
1090,2023,1,1,1,31,1,2,6,1.0,3,4968.562,99371.237,6461614.692,2.0,Europe,Medium stay,Jan - Mar
1091,2023,1,1,1,31,1,2,6,2.0,2,2904.488,15901.799,1458147.225,2.0,Europe,Medium stay,Jan - Mar
1092,2023,1,1,1,31,1,2,6,2.0,3,1145.645,16039.035,1028789.549,1.0,Europe,Medium stay,Jan - Mar
1093,2023,1,1,1,31,1,2,7,1.0,2,3533.277,29016.784,2501189.141,3.0,Europe,Medium stay,Jan - Mar
1094,2023,1,1,1,31,1,2,7,1.0,3,611.223,8557.117,540320.809,1.0,Europe,Medium stay,Jan - Mar
1095,2023,1,1,1,31,1,2,7,2.0,2,3724.292,31610.44,4066167.568,3.0,Europe,Medium stay,Jan - Mar
1096,2023,1,1,1,31,1,2,7,2.0,3,2239.123,47021.579,1784580.88,1.0,Europe,Medium stay,Jan - Mar
1097,2023,1,1,1,31,1,2,7,2.0,4,483.252,14980.804,520462.115,1.0,Europe,Long stay,Jan - Mar
1098,2023,1,1,1,31,2,1,4,1.0,2,1125.149,6750.896,1687723.941,1.0,Europe,Medium stay,Jan - Mar
1099,2023,1,1,1,31,2,1,6,2.0,1,1097.021,3291.062,767914.393,1.0,Europe,Short stay,Jan - Mar
1100,2023,1,1,1,31,4,1,4,1.0,2,3169.62,12678.479,2068812.341,2.0,Europe,Medium stay,Jan - Mar
1101,2023,1,1,1,31,4,1,5,1.0,2,1673.346,11713.421,2510018.834,1.0,Europe,Medium stay,Jan - Mar
1102,2023,1,1,1,31,4,1,5,2.0,3,2664.394,39965.907,1665246.146,1.0,Europe,Medium stay,Jan - Mar
1103,2023,1,1,1,31,4,1,6,1.0,4,387.904,15128.261,433288.909,1.0,Europe,Long stay,Jan - Mar
1104,2023,1,1,1,32,1,1,1,1.0,1,2135.639,4271.277,1174601.196,1.0,Europe,Short stay,Jan - Mar
1105,2023,1,1,1,32,1,1,1,1.0,3,2266.259,31727.623,1042479.039,1.0,Europe,Medium stay,Jan - Mar
1106,2023,1,1,1,32,1,1,2,1.0,1,22513.767,58673.405,9302062.475,22.0,Europe,Short stay,Jan - Mar
1107,2023,1,1,1,32,1,1,2,1.0,2,10707.782,44623.168,5430196.055,10.0,Europe,Medium stay,Jan - Mar
1108,2023,1,1,1,32,1,1,2,2.0,1,22464.482,63108.58,8330095.773,18.0,Europe,Short stay,Jan - Mar
