,Year,Quarter,UKOS,Mode,Country,Purpose,Package,Age,Sex,Duration of trip,Number of visits,Number of nights,Expenditure,Sample,Continent,Length of stay,Period
0,2023,1,1,1,10,1,1,1,1.0,2,4327.762,30294.331,2473496.413,3.0,Europe,Medium stay,Jan - Mar
1,2023,1,1,1,10,1,1,1,2.0,1,1482.093,4446.28,395718.932,1.0,Europe,Short stay,Jan - Mar
2,2023,1,1,1,10,1,1,1,2.0,2,2356.4,17976.891,1885922.404,2.0,Europe,Medium stay,Jan - Mar
3,2023,1,1,1,10,1,1,2,1.0,2,10278.171,52140.224,8260875.139,6.0,Europe,Medium stay,Jan - Mar
4,2023,1,1,1,10,1,1,2,2.0,1,5241.563,15724.689,847512.731,3.0,Europe,Short stay,Jan - Mar
5,2023,1,1,1,10,1,1,2,2.0,2,3809.19,22245.123,3237262.109,3.0,Europe,Medium stay,Jan - Mar
6,2023,1,1,1,10,1,1,2,2.0,3,1461.815,20465.412,2192722.696,1.0,Europe,Medium stay,Jan - Mar
7,2023,1,1,1,10,1,1,3,1.0,1,6089.183,16383.303,2911105.013,4.0,Europe,Short stay,Jan - Mar
8,2023,1,1,1,10,1,1,3,1.0,2,7927.134,36318.329,5236439.183,5.0,Europe,Medium stay,Jan - Mar
9,2023,1,1,1,10,1,1,3,2.0,1,1473.068,2946.136,147306.821,1.0,Europe,Short stay,Jan - Mar
10,2023,1,1,1,10,1,1,3,2.0,2,3212.836,20199.911,3398321.894,2.0,Europe,Medium stay,Jan - Mar
11,2023,1,1,1,10,1,1,4,1.0,1,4704.084,12029.474,1766484.795,3.0,Europe,Short stay,Jan - Mar
12,2023,1,1,1,10,1,1,4,1.0,2,9495.517,48173.798,9480958.48,7.0,Europe,Medium stay,Jan - Mar
13,2023,1,1,1,10,1,1,4,2.0,1,1473.068,2946.136,636365.466,1.0,Europe,Short stay,Jan - Mar
14,2023,1,1,1,10,1,1,4,2.0,2,6859.881,48019.17,8857192.557,5.0,Europe,Medium stay,Jan - Mar
15,2023,1,1,1,10,1,1,5,1.0,2,22207.361,142294.062,43492826.05,13.0,Europe,Medium stay,Jan - Mar
16,2023,1,1,1,10,1,1,5,2.0,1,830.807,2492.422,1220455.751,1.0,Europe,Short stay,Jan - Mar
17,2023,1,1,1,10,1,1,5,2.0,2,6175.596,37959.997,3644277.747,3.0,Europe,Medium stay,Jan - Mar
18,2023,1,1,1,10,1,1,6,1.0,2,12699.04,84316.233,14721984.44,10.0,Europe,Medium stay,Jan - Mar
19,2023,1,1,1,10,1,1,6,1.0,3,1461.815,20465.412,3654537.826,1.0,Europe,Medium stay,Jan - Mar
20,2023,1,1,1,10,1,1,6,2.0,2,10818.235,63431.881,9234103.108,8.0,Europe,Medium stay,Jan - Mar
21,2023,1,1,1,10,1,1,7,1.0,2,3750.86,26256.022,4330113.321,4.0,Europe,Medium stay,Jan - Mar
22,2023,1,1,1,10,1,1,7,2.0,2,596.776,3580.653,149193.895,1.0,Europe,Medium stay,Jan - Mar
23,2023,1,1,1,10,1,1,7,2.0,3,596.776,12532.287,1909681.852,1.0,Europe,Medium stay,Jan - Mar
24,2023,1,1,1,10,1,1,9,,2,8952.241,56668.609,9449402.476,5.0,Europe,Medium stay,Jan - Mar
25,2023,1,1,1,10,1,1,9,,3,2253.006,31542.08,3433580.754,1.0,Europe,Medium stay,Jan - Mar
26,2023,1,1,1,10,1,1,9,1.0,2,4533.989,35687.196,4660796.422,3.0,Europe,Medium stay,Jan - Mar
27,2023,1,1,1,10,1,2,1,1.0,2,874.306,6120.144,1105997.51,1.0,Europe,Medium stay,Jan - Mar
28,2023,1,1,1,10,1,2,1,2.0,2,1473.068,8838.409,1937084.693,1.0,Europe,Medium stay,Jan - Mar
29,2023,1,1,1,10,1,2,2,1.0,2,1645.605,11519.237,1855145.622,3.0,Europe,Medium stay,Jan - Mar
30,2023,1,1,1,10,1,2,2,2.0,2,1145.311,6226.848,836222.111,2.0,Europe,Medium stay,Jan - Mar
31,2023,1,1,1,10,1,2,3,1.0,2,8282.392,54027.47,10225251.02,7.0,Europe,Medium stay,Jan - Mar
32,2023,1,1,1,10,1,2,3,2.0,2,3935.549,27548.845,4989820.88,6.0,Europe,Medium stay,Jan - Mar
33,2023,1,1,1,10,1,2,4,1.0,2,1881.852,13172.961,1129442.447,2.0,Europe,Medium stay,Jan - Mar
34,2023,1,1,1,10,1,2,4,2.0,1,1316.425,3949.274,770108.516,1.0,Europe,Short stay,Jan - Mar
35,2023,1,1,1,10,1,2,4,2.0,2,2680.562,20681.182,2254725.054,2.0,Europe,Medium stay,Jan - Mar
36,2023,1,1,1,10,1,2,5,1.0,2,17971.37,125799.592,20303802.2,11.0,Europe,Medium stay,Jan - Mar
37,2023,1,1,1,10,1,2,5,2.0,2,15045.373,99069.272,16771024.95,11.0,Europe,Medium stay,Jan - Mar
38,2023,1,1,1,10,1,2,6,1.0,2,8898.738,59658.315,11781644.86,11.0,Europe,Medium stay,Jan - Mar
39,2023,1,1,1,10,1,2,6,2.0,2,10092.278,71979.265,11050458.49,8.0,Europe,Medium stay,Jan - Mar
40,2023,1,1,1,10,1,2,7,1.0,1,458.865,917.731,217502.171,1.0,Europe,Short stay,Jan - Mar
41,2023,1,1,1,10,1,2,7,1.0,2,2947.776,20634.434,3233453.701,4.0,Europe,Medium stay,Jan - Mar
42,2023,1,1,1,10,1,2,7,1.0,3,763.315,16029.609,884681.736,1.0,Europe,Medium stay,Jan - Mar
43,2023,1,1,1,10,1,2,7,2.0,2,4643.836,31313.301,5320557.705,5.0,Europe,Medium stay,Jan - Mar
44,2023,1,1,1,10,1,2,9,1.0,2,3794.159,19622.916,3703692.072,2.0,Europe,Medium stay,Jan - Mar
45,2023,1,1,1,10,2,1,2,1.0,1,2449.522,4899.043,1317842.687,1.0,Europe,Short stay,Jan - Mar
46,2023,1,1,1,10,2,1,4,1.0,1,3741.252,10405.791,721828.082,3.0,Europe,Short stay,Jan - Mar
47,2023,1,1,1,10,2,1,4,1.0,2,596.776,4177.429,423710.661,1.0,Europe,Medium stay,Jan - Mar
48,2023,1,1,1,10,2,1,5,1.0,1,1473.068,2946.136,736534.104,1.0,Europe,Short stay,Jan - Mar
49,2023,1,1,1,10,2,1,5,1.0,2,2212.533,15487.728,6637597.761,1.0,Europe,Medium stay,Jan - Mar
50,2023,1,1,1,10,2,1,5,2.0,2,1316.425,9214.974,2922463.085,1.0,Europe,Medium stay,Jan - Mar
51,2023,1,1,1,10,2,1,6,1.0,1,1316.425,2632.85,301461.282,1.0,Europe,Short stay,Jan - Mar
52,2023,1,1,1,10,2,1,9,,1,2024.53,6073.59,1451588.031,1.0,Europe,Short stay,Jan - Mar
53,2023,1,1,1,10,2,1,9,2.0,1,2020.722,4041.444,1087148.369,1.0,Europe,Short stay,Jan - Mar
54,2023,1,1,1,10,2,2,3,1.0,1,1316.425,3949.274,943876.591,1.0,Europe,Short stay,Jan - Mar
55,2023,1,1,1,10,2,2,5,1.0,1,474.586,1423.757,280005.598,1.0,Europe,Short stay,Jan - Mar
56,2023,1,1,1,10,4,1,2,1.0,2,1473.068,10311.477,0.0,1.0,Europe,Medium stay,Jan - Mar
57,2023,1,1,1,10,4,1,2,2.0,1,4240.175,12720.524,99715.386,2.0,Europe,Short stay,Jan - Mar
58,2023,1,1,1,10,4,1,3,2.0,3,3050.521,46694.865,3893746.892,2.0,Europe,Medium stay,Jan - Mar
59,2023,1,1,1,10,4,1,4,1.0,2,1461.815,10232.706,1096361.348,1.0,Europe,Medium stay,Jan - Mar
60,2023,1,1,1,10,4,1,5,1.0,2,2898.836,28389.975,3211656.31,2.0,Europe,Medium stay,Jan - Mar
61,2023,1,1,1,10,4,1,5,2.0,2,2904.92,23239.362,290492.022,1.0,Europe,Medium stay,Jan - Mar
62,2023,1,1,1,10,4,1,7,2.0,2,596.776,4177.429,79371.152,1.0,Europe,Medium stay,Jan - Mar
63,2023,1,1,1,11,1,1,2,1.0,1,387.904,1163.712,108613.155,1.0,Europe,Short stay,Jan - Mar
64,2023,1,1,1,11,1,1,2,2.0,0,2403.205,0.0,240320.509,1.0,Europe,None - in transit,Jan - Mar
65,2023,1,1,1,11,1,1,2,2.0,2,763.315,3053.259,292349.53,1.0,Europe,Medium stay,Jan - Mar
66,2023,1,1,1,11,1,1,3,1.0,0,2082.779,0.0,233271.197,1.0,Europe,None - in transit,Jan - Mar
67,2023,1,1,1,11,1,1,3,1.0,1,882.053,1764.106,264615.947,1.0,Europe,Short stay,Jan - Mar
68,2023,1,1,1,11,1,1,3,1.0,2,1482.093,10374.654,326060.544,1.0,Europe,Medium stay,Jan - Mar
69,2023,1,1,1,11,1,1,3,2.0,1,8203.515,22527.768,2825598.198,3.0,Europe,Short stay,Jan - Mar
70,2023,1,1,1,11,1,1,4,1.0,1,5800.31,13235.374,1230599.101,2.0,Europe,Short stay,Jan - Mar
71,2023,1,1,1,11,1,1,4,2.0,2,387.904,1551.617,155161.65,1.0,Europe,Medium stay,Jan - Mar
72,2023,1,1,1,11,2,1,3,1.0,1,797.515,797.515,196188.683,1.0,Europe,Short stay,Jan - Mar
73,2023,1,1,1,11,2,1,3,1.0,2,425.912,1703.647,271731.731,1.0,Europe,Medium stay,Jan - Mar
74,2023,1,1,1,11,2,1,4,1.0,1,1973.916,1973.916,59217.474,1.0,Europe,Short stay,Jan - Mar
75,2023,1,1,1,11,2,1,4,2.0,1,1973.916,3947.832,756009.748,1.0,Europe,Short stay,Jan - Mar
76,2023,1,1,1,11,2,1,5,1.0,1,458.865,917.731,458865.341,1.0,Europe,Short stay,Jan - Mar
77,2023,1,1,1,11,2,1,5,2.0,0,2312.066,0.0,0.0,1.0,Europe,None - in transit,Jan - Mar
78,2023,1,1,1,11,2,1,6,1.0,1,474.586,949.172,189834.304,1.0,Europe,Short stay,Jan - Mar
79,2023,1,1,1,11,2,1,6,1.0,2,425.912,1703.647,164827.868,1.0,Europe,Medium stay,Jan - Mar
80,2023,1,1,1,11,2,2,5,1.0,1,797.515,1595.03,335753.803,1.0,Europe,Short stay,Jan - Mar
81,2023,1,1,1,11,2,2,5,2.0,1,1973.916,1973.916,138174.105,1.0,Europe,Short stay,Jan - Mar
82,2023,1,1,1,11,4,1,5,1.0,2,1973.916,7895.663,3456326.551,1.0,Europe,Medium stay,Jan - Mar
83,2023,1,1,1,11,4,1,5,2.0,1,2266.259,4532.518,169969.409,1.0,Europe,Short stay,Jan - Mar
84,2023,1,1,1,11,4,1,9,1.0,2,2312.066,11560.328,806910.92,1.0,Europe,Medium stay,Jan - Mar
85,2023,1,1,1,11,4,2,2,1.0,2,3717.532,14870.127,245357.099,1.0,Europe,Medium stay,Jan - Mar
86,2023,1,1,1,11,4,2,9,1.0,3,2312.066,34680.985,1223082.741,1.0,Europe,Medium stay,Jan - Mar
87,2023,1,1,1,11,5,1,4,2.0,1,2082.779,2082.779,208277.855,1.0,Europe,Short stay,Jan - Mar
88,2023,1,1,1,12,1,1,1,1.0,2,874.306,6120.144,422289.959,1.0,Europe,Medium stay,Jan - Mar
89,2023,1,1,1,12,1,1,2,1.0,2,994.524,6961.671,248631.112,1.0,Europe,Medium stay,Jan - Mar
90,2023,1,1,1,12,1,1,2,1.0,3,994.524,25857.636,1007453.265,1.0,Europe,Medium stay,Jan - Mar
91,2023,1,1,1,12,1,1,2,2.0,3,994.524,24863.111,596714.669,1.0,Europe,Medium stay,Jan - Mar
92,2023,1,1,1,12,1,1,3,1.0,1,994.524,1989.049,225757.05,1.0,Europe,Short stay,Jan - Mar
93,2023,1,1,1,12,1,1,3,1.0,2,2789.493,14104.108,1835339.069,2.0,Europe,Medium stay,Jan - Mar
94,2023,1,1,1,12,1,1,3,2.0,2,5914.577,34036.696,1704452.09,4.0,Europe,Medium stay,Jan - Mar
95,2023,1,1,1,12,1,1,3,2.0,4,994.524,56687.894,497262.224,1.0,Europe,Long stay,Jan - Mar
96,2023,1,1,1,12,1,1,4,1.0,2,3786.078,25267.586,2608922.389,3.0,Europe,Medium stay,Jan - Mar
97,2023,1,1,1,12,1,1,4,1.0,3,874.306,12240.289,437153.166,1.0,Europe,Medium stay,Jan - Mar
98,2023,1,1,1,12,1,1,4,2.0,2,3462.117,20810.14,1746998.596,3.0,Europe,Medium stay,Jan - Mar
99,2023,1,1,1,12,1,1,5,1.0,2,3324.095,21294.75,3973508.159,2.0,Europe,Medium stay,Jan - Mar
100,2023,1,1,1,12,1,1,5,2.0,2,2347.375,19054.541,1345688.159,2.0,Europe,Medium stay,Jan - Mar
101,2023,1,1,1,12,1,1,6,1.0,2,1473.068,5892.273,558292.851,1.0,Europe,Medium stay,Jan - Mar
102,2023,1,1,1,12,1,1,7,1.0,2,1917.247,13420.731,1725522.609,1.0,Europe,Medium stay,Jan - Mar
103,2023,1,1,1,12,1,1,7,2.0,2,2024.53,14171.71,1226865.198,1.0,Europe,Medium stay,Jan - Mar
104,2023,1,1,1,12,1,2,3,1.0,2,3764.1,18983.357,2259515.36,3.0,Europe,Medium stay,Jan - Mar
105,2023,1,1,1,12,1,2,3,2.0,2,3070.969,16990.772,1728566.013,2.0,Europe,Medium stay,Jan - Mar
106,2023,1,1,1,12,1,2,4,1.0,2,2448.502,15715.754,882708.92,2.0,Europe,Medium stay,Jan - Mar
107,2023,1,1,1,12,1,2,5,1.0,2,2168.143,15176.998,1560701.3,2.0,Europe,Medium stay,Jan - Mar
108,2023,1,1,1,12,1,2,5,1.0,3,2253.006,31542.08,1586116.044,1.0,Europe,Medium stay,Jan - Mar
109,2023,1,1,1,12,1,2,5,2.0,2,1469.11,6870.965,853339.226,2.0,Europe,Medium stay,Jan - Mar
110,2023,1,1,1,12,1,2,7,1.0,2,1350.179,9451.255,758800.764,1.0,Europe,Medium stay,Jan - Mar
111,2023,1,1,1,12,2,1,3,1.0,1,2253.006,2253.006,563251.436,1.0,Europe,Short stay,Jan - Mar
112,2023,1,1,1,12,2,1,4,1.0,2,874.306,5245.838,766766.653,1.0,Europe,Medium stay,Jan - Mar
113,2023,1,1,1,12,2,1,5,1.0,2,1558.366,7924.986,348083.557,2.0,Europe,Medium stay,Jan - Mar
114,2023,1,1,1,12,2,1,6,2.0,2,1134.15,5670.752,1134150.488,1.0,Europe,Medium stay,Jan - Mar
115,2023,1,1,1,12,4,1,1,1.0,1,994.524,1989.049,49726.222,1.0,Europe,Short stay,Jan - Mar
116,2023,1,1,1,12,4,1,1,1.0,4,994.524,79561.956,2983573.343,1.0,Europe,Long stay,Jan - Mar
117,2023,1,1,1,12,4,1,1,2.0,1,874.306,2622.919,146009.157,1.0,Europe,Short stay,Jan - Mar
118,2023,1,1,1,12,4,1,1,2.0,2,994.524,11934.293,497262.224,1.0,Europe,Medium stay,Jan - Mar
119,2023,1,1,1,12,4,1,1,2.0,3,1473.068,20622.955,343224.892,1.0,Europe,Medium stay,Jan - Mar
120,2023,1,1,1,12,4,1,2,1.0,2,874.306,6994.451,437153.166,1.0,Europe,Medium stay,Jan - Mar
121,2023,1,1,1,12,4,1,2,2.0,3,1134.15,17012.257,0.0,1.0,Europe,Medium stay,Jan - Mar
122,2023,1,1,1,12,4,1,3,1.0,1,994.524,2983.573,301340.908,1.0,Europe,Short stay,Jan - Mar
123,2023,1,1,1,12,4,1,3,1.0,2,2347.375,9389.498,1086256.637,2.0,Europe,Medium stay,Jan - Mar
124,2023,1,1,1,12,4,1,3,1.0,4,874.306,27103.496,443273.31,1.0,Europe,Long stay,Jan - Mar
125,2023,1,1,1,12,4,1,3,2.0,1,2789.493,8368.479,234290.427,2.0,Europe,Short stay,Jan - Mar
126,2023,1,1,1,12,4,1,3,2.0,3,3233.672,50537.109,934321.533,2.0,Europe,Medium stay,Jan - Mar
127,2023,1,1,1,12,4,1,4,1.0,1,874.306,1748.613,198467.537,1.0,Europe,Short stay,Jan - Mar
128,2023,1,1,1,12,4,1,4,1.0,2,3616.438,18516.29,1498086.287,2.0,Europe,Medium stay,Jan - Mar
129,2023,1,1,1,12,4,1,4,1.0,3,3247.53,47718.428,2497279.279,2.0,Europe,Medium stay,Jan - Mar
130,2023,1,1,1,12,4,1,4,1.0,4,994.524,44753.6,1220281.497,1.0,Europe,Long stay,Jan - Mar
131,2023,1,1,1,12,4,1,4,2.0,2,874.306,6994.451,218576.583,1.0,Europe,Medium stay,Jan - Mar
132,2023,1,1,1,12,4,1,4,2.0,3,874.306,22731.965,929387.631,1.0,Europe,Medium stay,Jan - Mar
133,2023,1,1,1,12,4,1,4,2.0,4,1473.068,75126.479,736534.104,1.0,Europe,Long stay,Jan - Mar
134,2023,1,1,1,12,4,1,5,1.0,1,874.306,874.306,43715.317,1.0,Europe,Short stay,Jan - Mar
135,2023,1,1,1,12,4,1,5,1.0,2,4059.562,34556.939,1527452.469,4.0,Europe,Medium stay,Jan - Mar
136,2023,1,1,1,12,4,1,5,1.0,3,2128.675,38176.523,1134150.488,2.0,Europe,Medium stay,Jan - Mar
137,2023,1,1,1,12,4,1,5,2.0,0,874.306,0.0,87430.633,1.0,Europe,None - in transit,Jan - Mar
138,2023,1,1,1,12,4,1,5,2.0,2,2467.593,16794.605,566236.018,2.0,Europe,Medium stay,Jan - Mar
139,2023,1,1,1,12,4,1,5,2.0,3,994.524,17901.44,745893.336,1.0,Europe,Medium stay,Jan - Mar
140,2023,1,1,1,12,4,1,6,,2,994.524,6961.671,602681.815,1.0,Europe,Medium stay,Jan - Mar
141,2023,1,1,1,12,4,1,6,1.0,2,2467.593,10864.895,1010801.474,2.0,Europe,Medium stay,Jan - Mar
142,2023,1,1,1,12,4,1,6,1.0,4,2253.006,74349.19,3014521.685,1.0,Europe,Long stay,Jan - Mar
143,2023,1,1,1,12,4,1,6,2.0,2,1473.068,5892.273,558292.851,1.0,Europe,Medium stay,Jan - Mar
144,2023,1,1,1,12,4,1,9,1.0,2,2020.722,20207.219,800205.862,1.0,Europe,Medium stay,Jan - Mar
145,2023,1,1,1,12,4,2,4,2.0,1,1316.425,2632.85,498925.004,1.0,Europe,Short stay,Jan - Mar
146,2023,1,1,1,12,5,1,3,1.0,3,874.306,12240.289,159998.059,1.0,Europe,Medium stay,Jan - Mar
147,2023,1,1,1,12,5,1,4,2.0,1,874.306,2622.919,146009.157,1.0,Europe,Short stay,Jan - Mar
148,2023,1,1,1,12,5,1,5,1.0,3,994.524,19890.489,1475874.28,1.0,Europe,Medium stay,Jan - Mar
149,2023,1,1,1,12,5,1,6,1.0,2,1473.068,5892.273,307871.255,1.0,Europe,Medium stay,Jan - Mar
150,2023,1,1,1,13,1,1,2,2.0,2,3555.847,23061.796,2300501.746,2.0,Europe,Medium stay,Jan - Mar
151,2023,1,1,1,13,1,1,3,2.0,2,1473.068,7365.341,368267.052,1.0,Europe,Medium stay,Jan - Mar
152,2023,1,1,1,13,1,1,4,1.0,2,1473.068,5892.273,294613.641,1.0,Europe,Medium stay,Jan - Mar
153,2023,1,1,1,13,1,1,4,2.0,1,458.865,917.731,137659.602,1.0,Europe,Short stay,Jan - Mar
154,2023,1,1,1,13,1,1,5,1.0,3,474.586,6644.201,830525.08,1.0,Europe,Medium stay,Jan - Mar
155,2023,1,1,1,13,1,1,9,2.0,1,1473.068,4419.205,550927.51,1.0,Europe,Short stay,Jan - Mar
156,2023,1,1,1,13,4,1,1,1.0,3,2024.53,36441.541,1556863.593,1.0,Europe,Medium stay,Jan - Mar
157,2023,1,1,1,13,4,1,1,2.0,1,2266.259,6798.776,151839.338,1.0,Europe,Short stay,Jan - Mar
158,2023,1,1,1,13,4,1,3,1.0,3,1473.068,23569.091,441920.462,1.0,Europe,Medium stay,Jan - Mar
159,2023,1,1,1,13,4,1,3,2.0,2,817.963,3271.853,122694.488,1.0,Europe,Medium stay,Jan - Mar
160,2023,1,1,1,13,4,1,4,2.0,1,2266.259,4532.518,226625.878,1.0,Europe,Short stay,Jan - Mar
161,2023,1,1,1,13,4,1,4,2.0,2,2266.259,20396.329,992621.346,1.0,Europe,Medium stay,Jan - Mar
162,2023,1,1,1,13,4,1,5,2.0,3,2082.779,41655.571,1768278.985,1.0,Europe,Medium stay,Jan - Mar
163,2023,1,1,1,13,4,1,6,1.0,2,1473.068,14730.682,662880.693,1.0,Europe,Medium stay,Jan - Mar
164,2023,1,1,1,13,5,1,5,2.0,1,1473.068,4419.205,220960.231,1.0,Europe,Short stay,Jan - Mar
165,2023,1,1,1,14,1,1,1,2.0,2,2266.259,15863.811,1192052.119,1.0,Europe,Medium stay,Jan - Mar
166,2023,1,1,1,14,1,1,2,1.0,1,994.524,2983.573,293384.712,1.0,Europe,Short stay,Jan - Mar
167,2023,1,1,1,14,1,1,2,1.0,2,994.524,3978.098,502234.846,1.0,Europe,Medium stay,Jan - Mar
168,2023,1,1,1,14,1,1,2,2.0,1,2946.136,8838.409,614269.443,2.0,Europe,Short stay,Jan - Mar
169,2023,1,1,1,14,1,1,2,2.0,2,3341.899,23237.967,1524834.497,3.0,Europe,Medium stay,Jan - Mar
170,2023,1,1,1,14,1,1,3,1.0,1,4664.549,12589.881,2998047.467,4.0,Europe,Short stay,Jan - Mar
171,2023,1,1,1,14,1,1,3,2.0,1,8280.54,24841.619,3277369.205,4.0,Europe,Short stay,Jan - Mar
172,2023,1,1,1,14,1,1,3,2.0,2,1473.068,5892.273,368267.052,1.0,Europe,Medium stay,Jan - Mar
173,2023,1,1,1,14,1,1,4,1.0,1,874.306,1748.613,816602.114,1.0,Europe,Short stay,Jan - Mar
174,2023,1,1,1,14,1,1,4,2.0,2,3063.774,21320.13,248092.969,2.0,Europe,Medium stay,Jan - Mar
175,2023,1,1,1,14,1,1,5,1.0,1,994.524,2983.573,231724.196,1.0,Europe,Short stay,Jan - Mar
176,2023,1,1,1,14,1,1,5,1.0,2,1007.038,4028.153,352463.382,1.0,Europe,Medium stay,Jan - Mar
177,2023,1,1,1,14,1,1,5,1.0,4,2082.779,64566.135,2499334.254,1.0,Europe,Long stay,Jan - Mar
178,2023,1,1,1,14,1,1,5,2.0,2,874.306,4371.532,513217.817,1.0,Europe,Medium stay,Jan - Mar
179,2023,1,1,1,14,1,1,6,1.0,1,994.524,2983.573,231724.196,1.0,Europe,Short stay,Jan - Mar
180,2023,1,1,1,14,1,1,6,2.0,1,2344.704,5683.932,833193.291,2.0,Europe,Short stay,Jan - Mar
181,2023,1,1,1,14,1,1,6,2.0,2,1350.179,5400.717,432057.375,1.0,Europe,Medium stay,Jan - Mar
182,2023,1,1,1,14,1,1,7,1.0,2,1473.068,8838.409,368267.052,1.0,Europe,Medium stay,Jan - Mar
183,2023,1,1,1,14,1,2,2,1.0,1,797.515,2392.545,212138.982,1.0,Europe,Short stay,Jan - Mar
184,2023,1,1,1,14,1,2,2,1.0,2,3089.817,12359.267,1338924.75,2.0,Europe,Medium stay,Jan - Mar
185,2023,1,1,1,14,1,2,2,2.0,2,2082.779,8331.114,731055.269,1.0,Europe,Medium stay,Jan - Mar
186,2023,1,1,1,14,1,2,3,2.0,1,1792.039,5376.118,625753.455,2.0,Europe,Short stay,Jan - Mar
187,2023,1,1,1,14,1,2,3,2.0,2,2124.489,11681.364,1345699.693,3.0,Europe,Medium stay,Jan - Mar
188,2023,1,1,1,14,1,2,4,1.0,2,3273.297,15359.447,1487862.413,2.0,Europe,Medium stay,Jan - Mar
189,2023,1,1,1,14,1,2,4,2.0,1,797.515,2392.545,492066.737,1.0,Europe,Short stay,Jan - Mar
190,2023,1,1,1,14,1,2,5,2.0,2,797.515,3190.06,360476.767,1.0,Europe,Medium stay,Jan - Mar
191,2023,1,1,1,14,1,2,6,1.0,1,2124.489,6373.467,821143.026,3.0,Europe,Short stay,Jan - Mar
192,2023,1,1,1,14,1,2,6,1.0,2,1350.179,5400.717,234931.197,1.0,Europe,Medium stay,Jan - Mar
193,2023,1,1,1,14,2,1,4,2.0,1,2020.722,4041.444,808288.75,1.0,Europe,Short stay,Jan - Mar
194,2023,1,1,1,14,2,1,5,1.0,1,1973.916,3947.832,789566.317,1.0,Europe,Short stay,Jan - Mar
195,2023,1,1,1,14,2,1,5,1.0,2,2266.259,9065.035,45325.176,1.0,Europe,Medium stay,Jan - Mar
196,2023,1,1,1,14,2,1,6,1.0,2,797.515,3190.06,797514.972,1.0,Europe,Medium stay,Jan - Mar
197,2023,1,1,1,14,2,2,3,1.0,1,797.515,1595.03,329373.683,1.0,Europe,Short stay,Jan - Mar
198,2023,1,1,1,14,4,1,2,2.0,1,2266.259,4532.518,396595.287,1.0,Europe,Short stay,Jan - Mar
199,2023,1,1,1,14,4,1,3,2.0,2,4684.22,22787.417,620764.735,4.0,Europe,Medium stay,Jan - Mar
200,2023,1,1,1,14,4,1,4,1.0,2,2082.779,10413.893,624833.564,1.0,Europe,Medium stay,Jan - Mar
201,2023,1,1,1,14,4,1,4,1.0,3,2266.259,31727.623,283282.348,1.0,Europe,Medium stay,Jan - Mar
202,2023,1,1,1,14,4,1,4,2.0,1,1973.916,5921.747,986957.896,1.0,Europe,Short stay,Jan - Mar
203,2023,1,1,1,14,4,1,4,2.0,2,2946.136,13257.614,1473068.207,2.0,Europe,Medium stay,Jan - Mar
204,2023,1,1,1,14,4,1,5,1.0,2,2266.259,20396.329,566564.695,1.0,Europe,Medium stay,Jan - Mar
205,2023,1,1,1,14,4,1,6,1.0,1,458.865,1376.596,155555.35,1.0,Europe,Short stay,Jan - Mar
206,2023,1,1,1,14,4,1,7,1.0,2,2480.106,16969.693,349919.943,2.0,Europe,Medium stay,Jan - Mar
207,2023,1,1,1,14,4,1,7,2.0,3,529.459,7412.429,185310.718,1.0,Europe,Medium stay,Jan - Mar
208,2023,1,1,1,14,4,1,9,2.0,3,797.515,11165.21,484091.588,1.0,Europe,Medium stay,Jan - Mar
209,2023,1,1,1,15,1,1,1,1.0,2,1298.054,9086.381,259610.892,1.0,Europe,Medium stay,Jan - Mar
210,2023,1,1,1,15,1,1,2,1.0,4,1298.054,46729.961,1947081.692,1.0,Europe,Long stay,Jan - Mar
211,2023,1,1,1,15,1,1,2,2.0,1,2572.828,5145.656,257282.775,1.0,Europe,Short stay,Jan - Mar
212,2023,1,1,1,15,1,1,2,2.0,2,1476.538,10335.769,147653.843,1.0,Europe,Medium stay,Jan - Mar
213,2023,1,1,1,15,1,1,3,1.0,1,1476.538,2953.077,406048.067,1.0,Europe,Short stay,Jan - Mar
214,2023,1,1,1,15,1,1,4,2.0,2,832.379,4994.276,582665.556,1.0,Europe,Medium stay,Jan - Mar
215,2023,1,1,1,15,1,1,4,2.0,3,2484.281,42232.776,3945038.112,1.0,Europe,Medium stay,Jan - Mar
216,2023,1,1,1,15,1,1,5,1.0,2,1298.054,5192.218,610085.597,1.0,Europe,Medium stay,Jan - Mar
217,2023,1,1,1,15,1,1,5,1.0,3,2295.165,32132.304,688549.365,1.0,Europe,Medium stay,Jan - Mar
218,2023,1,1,1,15,1,1,5,2.0,2,1298.054,6490.272,624364.196,1.0,Europe,Medium stay,Jan - Mar
219,2023,1,1,1,15,1,1,6,1.0,2,5947.235,39335.481,3707523.147,3.0,Europe,Medium stay,Jan - Mar
220,2023,1,1,1,15,1,1,6,1.0,3,830.807,11631.301,623105.387,1.0,Europe,Medium stay,Jan - Mar
221,2023,1,1,1,15,1,1,7,1.0,2,830.807,3323.229,166161.436,1.0,Europe,Medium stay,Jan - Mar
222,2023,1,1,1,15,1,1,7,1.0,3,830.807,17446.951,363893.546,1.0,Europe,Medium stay,Jan - Mar
223,2023,1,1,1,15,1,1,9,,2,628.789,2515.155,252144.285,1.0,Europe,Medium stay,Jan - Mar
224,2023,1,1,1,15,1,2,4,1.0,1,1427.949,4283.848,119947.749,1.0,Europe,Short stay,Jan - Mar
